Serial,ElevationAngle,Azimuth
20240521161005,30.08,253.03
20240521162005,27.83,255.85
20240521163005,25.59,258.66
20240521164005,23.35,261.48
20240521165005,21.12,264.29
20240521170005,18.9,267.11
20240521171005,16.69,269.92
20240521172005,14.48,272.74
20240521173005,12.29,275.55
20240521174005,10.1,278.36
20240521175005,7.93,281.18
20240521180005,5.76,283.99
20240521181005,3.61,286.81
20240521182005,1.47,289.62
20240521183005,-0.65,292.44
20240522051005,-0.65,67.56
20240522052005,1.47,70.37
20240522053005,3.61,73.18
20240522054005,5.76,75.98
20240522055005,7.93,78.79
20240522060005,10.1,81.6
20240522061005,12.29,84.41
20240522062005,14.48,87.21
20240522063005,16.69,90.02
20240522064005,18.9,92.83
20240522065005,21.12,95.64
20240522070005,23.35,98.44
20240522071005,25.59,101.25
20240522072005,27.83,104.06
20240522073005,30.08,106.87
20240522074005,32.33,109.67
20240522075005,34.59,112.48
20240522080005,36.86,115.29
20240522081005,39.12,118.1
20240522082005,41.39,120.9
20240522083005,43.67,123.71
20240522084005,45.95,126.52
20240522085005,48.23,129.33
20240522090005,50.51,132.13
20240522091005,52.79,134.94
20240522092005,55.08,137.75
20240522093005,57.36,140.56
20240522094005,59.65,143.36
20240522095005,61.93,146.17
20240522100005,64.21,148.98
20240522101005,66.49,151.79
20240522102005,68.77,154.59
20240522103005,71.04,157.4
20240522104005,73.29,160.21
20240522105005,75.53,163.01
20240522110005,77.74,165.82
20240522111005,79.9,168.63
20240522112005,81.98,171.44
20240522113005,83.88,174.24
20240522114005,85.38,177.05
20240522115005,86.0,179.86
20240522120005,85.38,182.67
20240522121005,83.88,185.47
20240522122005,81.98,188.28
20240522123005,79.9,191.09
20240522124005,77.74,193.9
20240522125005,75.53,196.7
20240522130005,73.29,199.51
20240522131005,71.04,202.32
20240522132005,68.77,205.13
20240522133005,66.49,207.93
20240522134005,64.21,210.74
20240522135005,61.93,213.55
20240522140005,59.65,216.36
20240522141005,57.36,219.16
20240522142005,55.08,221.97
20240522143005,52.79,224.78
20240522144005,50.51,227.59
20240522145005,48.23,230.39
20240522150005,45.95,233.2
20240522151005,43.67,236.01
20240522152005,41.39,238.82
20240522153005,39.12,241.62
20240522154005,36.86,244.43
20240522155005,34.59,247.24
20240522160005,32.33,250.05
20240522161005,30.08,252.85
20240522162005,27.83,255.66
20240522163005,25.59,258.47
20240522164005,23.35,261.28
20240522165005,21.12,264.08
20240522170005,18.9,266.89
20240522171005,16.69,269.7
20240522172005,14.48,272.51
20240522173005,12.29,275.31
20240522174005,10.1,278.12
20240522175005,7.93,280.93
20240522180005,5.76,283.74
20240522181005,3.61,286.54
20240522182005,1.47,289.35
20240522183005,-0.65,292.16
20240523051005,-0.22,67.56
20240523052005,1.89,70.37
20240523053005,4.02,73.18
20240523054005,6.16,75.98
20240523055005,8.31,78.79
20240523060005,10.47,81.6
20240523061005,12.65,84.41
20240523062005,14.83,87.21
20240523063005,17.03,90.02
20240523064005,19.23,92.83
20240523065005,21.44,95.64
20240523070005,23.66,98.44
20240523071005,25.89,101.25
20240523072005,28.12,104.06
20240523073005,30.36,106.87
20240523074005,32.61,109.67
20240523075005,34.86,112.48
20240523080005,37.12,115.29
20240523081005,39.38,118.1
20240523082005,41.64,120.9
20240523083005,43.91,123.71
20240523084005,46.18,126.52
20240523085005,48.46,129.33
20240523090005,50.74,132.13
20240523091005,53.02,134.94
20240523092005,55.3,137.75
20240523093005,57.58,140.56
20240523094005,59.87,143.36
20240523095005,62.15,146.17
20240523100005,64.44,148.98
20240523101005,66.72,151.79
20240523102005,69.01,154.59
20240523103005,71.28,157.4
20240523104005,73.56,160.21
20240523105005,75.82,163.01
20240523110005,78.07,165.82
20240523111005,80.28,168.63
20240523112005,82.45,171.44
20240523113005,84.49,174.24
20240523114005,86.21,177.05
20240523115005,87.0,179.86
20240523120005,86.21,182.67
20240523121005,84.49,185.47
20240523122005,82.45,188.28
20240523123005,80.28,191.09
20240523124005,78.07,193.9
20240523125005,75.82,196.7
20240523130005,73.56,199.51
20240523131005,71.28,202.32
20240523132005,69.01,205.13
20240523133005,66.72,207.93
20240523134005,64.44,210.74
20240523135005,62.15,213.55
20240523140005,59.87,216.36
20240523141005,57.58,219.16
20240523142005,55.3,221.97
20240523143005,53.02,224.78
20240523144005,50.74,227.59
20240523145005,48.46,230.39
20240523150005,46.18,233.2
20240523151005,43.91,236.01
20240523152005,41.64,238.82
20240523153005,39.38,241.62
20240523154005,37.12,244.43
20240523155005,34.86,247.24
20240523160005,32.61,250.05
20240523161005,30.36,252.85
20240523162005,28.12,255.66
20240523163005,25.89,258.47
20240523164005,23.66,261.28
20240523165005,21.44,264.08
20240523170005,19.23,266.89
20240523171005,17.03,269.7
20240523172005,14.83,272.51
20240523173005,12.65,275.31
20240523174005,10.47,278.12
20240523175005,8.31,280.93
20240523180005,6.16,283.74
20240523181005,4.02,286.54
20240523182005,1.89,289.35
20240523183005,-0.22,292.16
20240524051005,-0.22,67.56
20240524052005,1.89,70.37
20240524053005,4.02,73.18
20240524054005,6.16,75.98
20240524055005,8.31,78.79
20240524060005,10.47,81.6
20240524061005,12.65,84.41
20240524062005,14.83,87.21
20240524063005,17.03,90.02
20240524064005,19.23,92.83
20240524065005,21.44,95.64
20240524070005,23.66,98.44
20240524071005,25.89,101.25
20240524072005,28.12,104.06
20240524073005,30.36,106.87
20240524074005,32.61,109.67
20240524075005,34.86,112.48
20240524080005,37.12,115.29
20240524081005,39.38,118.1
20240524082005,41.64,120.9
20240524083005,43.91,123.71
20240524084005,46.18,126.52
20240524085005,48.46,129.33
20240524090005,50.74,132.13
20240524091005,53.02,134.94
20240524092005,55.3,137.75
20240524093005,57.58,140.56
20240524094005,59.87,143.36
20240524095005,62.15,146.17
20240524100005,64.44,148.98
20240524101005,66.72,151.79
20240524102005,69.01,154.59
20240524103005,71.28,157.4
20240524104005,73.56,160.21
20240524105005,75.82,163.01
20240524110005,78.07,165.82
20240524111005,80.28,168.63
20240524112005,82.45,171.44
20240524113005,84.49,174.24
20240524114005,86.21,177.05
20240524115005,87.0,179.86
20240524120005,86.21,182.67
20240524121005,84.49,185.47
20240524122005,82.45,188.28
20240524123005,80.28,191.09
20240524124005,78.07,193.9
20240524125005,75.82,196.7
20240524130005,73.56,199.51
20240524131005,71.28,202.32
20240524132005,69.01,205.13
20240524133005,66.72,207.93
20240524134005,64.44,210.74
20240524135005,62.15,213.55
20240524140005,59.87,216.36
20240524141005,57.58,219.16
20240524142005,55.3,221.97
20240524143005,53.02,224.78
20240524144005,50.74,227.59
20240524145005,48.46,230.39
20240524150005,46.18,233.2
20240524151005,43.91,236.01
20240524152005,41.64,238.82
20240524153005,39.38,241.62
20240524154005,37.12,244.43
20240524155005,34.86,247.24
20240524160005,32.61,250.05
20240524161005,30.36,252.85
20240524162005,28.12,255.66
20240524163005,25.89,258.47
20240524164005,23.66,261.28
20240524165005,21.44,264.08
20240524170005,19.23,266.89
20240524171005,17.03,269.7
20240524172005,14.83,272.51
20240524173005,12.65,275.31
20240524174005,10.47,278.12
20240524175005,8.31,280.93
20240524180005,6.16,283.74
20240524181005,4.02,286.54
20240524182005,1.89,289.35
20240524183005,-0.22,292.16
20240525051005,-0.43,67.84
20240525052005,1.68,70.66
20240525053005,3.81,73.47
20240525054005,5.94,76.28
20240525055005,8.09,79.1
20240525060005,10.26,81.91
20240525061005,12.43,84.72
20240525062005,14.61,87.53
20240525063005,16.81,90.35
20240525064005,19.01,93.16
20240525065005,21.22,95.97
20240525070005,23.44,98.79
20240525071005,25.67,101.6
20240525072005,27.9,104.41
20240525073005,30.14,107.22
20240525074005,32.38,110.04
20240525075005,34.63,112.85
20240525080005,36.89,115.66
20240525081005,39.15,118.48
20240525082005,41.42,121.29
20240525083005,43.68,124.1
20240525084005,45.96,126.91
20240525085005,48.23,129.73
20240525090005,50.51,132.54
20240525091005,52.79,135.35
20240525092005,55.07,138.17
20240525093005,57.35,140.98
20240525094005,59.64,143.79
20240525095005,61.92,146.6
20240525100005,64.21,149.42
20240525101005,66.49,152.23
20240525102005,68.78,155.04
20240525103005,71.06,157.86
20240525104005,73.33,160.67
20240525105005,75.59,163.48
20240525110005,77.84,166.29
20240525111005,80.06,169.11
20240525112005,82.23,171.92
20240525113005,84.29,174.73
20240525114005,86.07,177.55
20240525115005,86.99,180.36
20240525120005,86.35,183.17
20240525121005,84.68,185.99
20240525122005,82.66,188.8
20240525123005,80.5,191.61
20240525124005,78.29,194.42
20240525125005,76.04,197.24
20240525130005,73.78,200.05
20240525131005,71.51,202.86
20240525132005,69.23,205.68
20240525133005,66.95,208.49
20240525134005,64.67,211.3
20240525135005,62.38,214.11
20240525140005,60.1,216.93
20240525141005,57.81,219.74
20240525142005,55.53,222.55
20240525143005,53.24,225.37
20240525144005,50.96,228.18
20240525145005,48.69,230.99
20240525150005,46.41,233.8
20240525151005,44.14,236.62
20240525152005,41.87,239.43
20240525153005,39.6,242.24
20240525154005,37.34,245.06
20240525155005,35.09,247.87
20240525160005,32.83,250.68
20240525161005,30.59,253.49
20240525162005,28.35,256.31
20240525163005,26.11,259.12
20240525164005,23.89,261.93
20240525165005,21.67,264.75
20240525170005,19.45,267.56
20240525171005,17.25,270.37
20240525172005,15.05,273.18
20240525173005,12.87,276.0
20240525174005,10.69,278.81
20240525175005,8.53,281.62
20240525180005,6.37,284.44
20240525181005,4.23,287.25
20240525182005,2.11,290.06
20240525183005,-0.01,292.87
20240526051005,-0.43,66.85
20240526052005,1.68,69.67
20240526053005,3.81,72.5
20240526054005,5.94,75.32
20240526055005,8.09,78.15
20240526060005,10.26,80.97
20240526061005,12.43,83.8
20240526062005,14.61,86.62
20240526063005,16.81,89.45
20240526064005,19.01,92.28
20240526065005,21.22,95.1
20240526070005,23.44,97.93
20240526071005,25.67,100.75
20240526072005,27.9,103.58
20240526073005,30.14,106.4
20240526074005,32.38,109.23
20240526075005,34.63,112.05
20240526080005,36.89,114.88
20240526081005,39.15,117.7
20240526082005,41.42,120.53
20240526083005,43.68,123.35
20240526084005,45.96,126.18
20240526085005,48.23,129.0
20240526090005,50.51,131.83
20240526091005,52.79,134.65
20240526092005,55.07,137.48
20240526093005,57.35,140.3
20240526094005,59.64,143.13
20240526095005,61.92,145.96
20240526100005,64.21,148.78
20240526101005,66.49,151.61
20240526102005,68.78,154.43
20240526103005,71.06,157.26
20240526104005,73.33,160.08
20240526105005,75.59,162.91
20240526110005,77.84,165.73
20240526111005,80.06,168.56
20240526112005,82.23,171.38
20240526113005,84.29,174.21
20240526114005,86.07,177.03
20240526115005,86.99,179.86
20240526120005,86.35,182.68
20240526121005,84.68,185.51
20240526122005,82.66,188.33
20240526123005,80.5,191.16
20240526124005,78.29,193.99
20240526125005,76.04,196.81
20240526130005,73.78,199.64
20240526131005,71.51,202.46
20240526132005,69.23,205.29
20240526133005,66.95,208.11
20240526134005,64.67,210.94
20240526135005,62.38,213.76
20240526140005,60.1,216.59
20240526141005,57.81,219.41
20240526142005,55.53,222.24
20240526143005,53.24,225.06
20240526144005,50.96,227.89
20240526145005,48.69,230.71
20240526150005,46.41,233.54
20240526151005,44.14,236.36
20240526152005,41.87,239.19
20240526153005,39.6,242.01
20240526154005,37.34,244.84
20240526155005,35.09,247.67
20240526160005,32.83,250.49
20240526161005,30.59,253.32
20240526162005,28.35,256.14
20240526163005,26.11,258.97
20240526164005,23.89,261.79
20240526165005,21.67,264.62
20240526170005,19.45,267.44
20240526171005,17.25,270.27
20240526172005,15.05,273.09
20240526173005,12.87,275.92
20240526174005,10.69,278.74
20240526175005,8.53,281.57
20240526180005,6.37,284.39
20240526181005,4.23,287.22
20240526182005,2.11,290.04
20240526183005,-0.01,292.87
20240527051005,-0.43,66.85
20240527052005,1.68,69.67
20240527053005,3.81,72.49
20240527054005,5.94,75.31
20240527055005,8.09,78.13
20240527060005,10.26,80.96
20240527061005,12.43,83.78
20240527062005,14.61,86.6
20240527063005,16.81,89.42
20240527064005,19.01,92.24
20240527065005,21.22,95.06
20240527070005,23.44,97.89
20240527071005,25.67,100.71
20240527072005,27.9,103.53
20240527073005,30.14,106.35
20240527074005,32.38,109.17
20240527075005,34.63,112.0
20240527080005,36.89,114.82
20240527081005,39.15,117.64
20240527082005,41.42,120.46
20240527083005,43.68,123.28
20240527084005,45.96,126.1
20240527085005,48.23,128.93
20240527090005,50.51,131.75
20240527091005,52.79,134.57
20240527092005,55.07,137.39
20240527093005,57.35,140.21
20240527094005,59.64,143.03
20240527095005,61.92,145.86
20240527100005,64.21,148.68
20240527101005,66.49,151.5
20240527102005,68.78,154.32
20240527103005,71.06,157.14
20240527104005,73.33,159.97
20240527105005,75.59,162.79
20240527110005,77.84,165.61
20240527111005,80.06,168.43
20240527112005,82.23,171.25
20240527113005,84.29,174.07
20240527114005,86.07,176.9
20240527115005,86.99,179.72
20240527120005,86.35,182.54
20240527121005,84.68,185.36
20240527122005,82.66,188.18
20240527123005,80.5,191.0
20240527124005,78.29,193.83
20240527125005,76.04,196.65
20240527130005,73.78,199.47
20240527131005,71.51,202.29
20240527132005,69.23,205.11
20240527133005,66.95,207.94
20240527134005,64.67,210.76
20240527135005,62.38,213.58
20240527140005,60.1,216.4
20240527141005,57.81,219.22
20240527142005,55.53,222.04
20240527143005,53.24,224.87
20240527144005,50.96,227.69
20240527145005,48.69,230.51
20240527150005,46.41,233.33
20240527151005,44.14,236.15
20240527152005,41.87,238.98
20240527153005,39.6,241.8
20240527154005,37.34,244.62
20240527155005,35.09,247.44
20240527160005,32.83,250.26
20240527161005,30.59,253.08
20240527162005,28.35,255.91
20240527163005,26.11,258.73
20240527164005,23.89,261.55
20240527165005,21.67,264.37
20240527170005,19.45,267.19
20240527171005,17.25,270.01
20240527172005,15.05,272.84
20240527173005,12.87,275.66
20240527174005,10.69,278.48
20240527175005,8.53,281.3
20240527180005,6.37,284.12
20240527181005,4.23,286.95
20240527182005,2.11,289.77
20240527183005,-0.01,292.59
20240528051005,0.01,66.85
20240528052005,2.1,69.67
20240528053005,4.21,72.49
20240528054005,6.34,75.31
20240528055005,8.48,78.13
20240528060005,10.63,80.96
20240528061005,12.79,83.78
20240528062005,14.96,86.6
20240528063005,17.14,89.42
20240528064005,19.34,92.24
20240528065005,21.54,95.06
20240528070005,23.74,97.89
20240528071005,25.96,100.71
20240528072005,28.18,103.53
20240528073005,30.41,106.35
20240528074005,32.65,109.17
20240528075005,34.89,112.0
20240528080005,37.14,114.82
20240528081005,39.39,117.64
20240528082005,41.65,120.46
20240528083005,43.91,123.28
20240528084005,46.18,126.1
20240528085005,48.44,128.93
20240528090005,50.72,131.75
20240528091005,52.99,134.57
20240528092005,55.27,137.39
20240528093005,57.55,140.21
20240528094005,59.83,143.03
20240528095005,62.11,145.86
20240528100005,64.4,148.68
20240528101005,66.68,151.5
20240528102005,68.97,154.32
20240528103005,71.26,157.14
20240528104005,73.54,159.97
20240528105005,75.82,162.79
20240528110005,78.09,165.61
20240528111005,80.35,168.43
20240528112005,82.59,171.25
20240528113005,84.77,174.07
20240528114005,86.77,176.9
20240528115005,87.99,179.72
20240528120005,87.12,182.54
20240528121005,85.19,185.36
20240528122005,83.03,188.18
20240528123005,80.8,191.0
20240528124005,78.54,193.83
20240528125005,76.27,196.65
20240528130005,73.99,199.47
20240528131005,71.71,202.29
20240528132005,69.43,205.11
20240528133005,67.14,207.94
20240528134005,64.86,210.76
20240528135005,62.57,213.58
20240528140005,60.29,216.4
20240528141005,58.01,219.22
20240528142005,55.72,222.04
20240528143005,53.45,224.87
20240528144005,51.17,227.69
20240528145005,48.9,230.51
20240528150005,46.63,233.33
20240528151005,44.36,236.15
20240528152005,42.1,238.98
20240528153005,39.84,241.8
20240528154005,37.59,244.62
20240528155005,35.34,247.44
20240528160005,33.1,250.26
20240528161005,30.86,253.08
20240528162005,28.63,255.91
20240528163005,26.4,258.73
20240528164005,24.19,261.55
20240528165005,21.98,264.37
20240528170005,19.77,267.19
20240528171005,17.58,270.01
20240528172005,15.4,272.84
20240528173005,13.22,275.66
20240528174005,11.06,278.48
20240528175005,8.91,281.3
20240528180005,6.77,284.12
20240528181005,4.64,286.95
20240528182005,2.52,289.77
20240528183005,0.43,292.59
20240529051005,0.01,67.13
20240529052005,2.1,69.94
20240529053005,4.21,72.76
20240529054005,6.34,75.57
20240529055005,8.48,78.39
20240529060005,10.63,81.2
20240529061005,12.79,84.01
20240529062005,14.96,86.83
20240529063005,17.14,89.64
20240529064005,19.34,92.46
20240529065005,21.54,95.27
20240529070005,23.74,98.09
20240529071005,25.96,100.9
20240529072005,28.18,103.72
20240529073005,30.41,106.53
20240529074005,32.65,109.35
20240529075005,34.89,112.16
20240529080005,37.14,114.98
20240529081005,39.39,117.79
20240529082005,41.65,120.61
20240529083005,43.91,123.42
20240529084005,46.18,126.24
20240529085005,48.44,129.05
20240529090005,50.72,131.87
20240529091005,52.99,134.68
20240529092005,55.27,137.5
20240529093005,57.55,140.31
20240529094005,59.83,143.13
20240529095005,62.11,145.94
20240529100005,64.4,148.76
20240529101005,66.68,151.57
20240529102005,68.97,154.39
20240529103005,71.26,157.2
20240529104005,73.54,160.01
20240529105005,75.82,162.83
20240529110005,78.09,165.64
20240529111005,80.35,168.46
20240529112005,82.59,171.27
20240529113005,84.77,174.09
20240529114005,86.77,176.9
20240529115005,87.99,179.72
20240529120005,87.12,182.53
20240529121005,85.19,185.35
20240529122005,83.03,188.16
20240529123005,80.8,190.98
20240529124005,78.54,193.79
20240529125005,76.27,196.61
20240529130005,73.99,199.42
20240529131005,71.71,202.24
20240529132005,69.43,205.05
20240529133005,67.14,207.87
20240529134005,64.86,210.68
20240529135005,62.57,213.5
20240529140005,60.29,216.31
20240529141005,58.01,219.13
20240529142005,55.72,221.94
20240529143005,53.45,224.76
20240529144005,51.17,227.57
20240529145005,48.9,230.39
20240529150005,46.63,233.2
20240529151005,44.36,236.01
20240529152005,42.1,238.83
20240529153005,39.84,241.64
20240529154005,37.59,244.46
20240529155005,35.34,247.27
20240529160005,33.1,250.09
20240529161005,30.86,252.9
20240529162005,28.63,255.72
20240529163005,26.4,258.53
20240529164005,24.19,261.35
20240529165005,21.98,264.16
20240529170005,19.77,266.98
20240529171005,17.58,269.79
20240529172005,15.4,272.61
20240529173005,13.22,275.42
20240529174005,11.06,278.24
20240529175005,8.91,281.05
20240529180005,6.77,283.87
20240529181005,4.64,286.68
20240529182005,2.52,289.5
20240529183005,0.43,292.31
20240530051005,0.01,67.13
20240530052005,2.1,69.94
20240530053005,4.21,72.76
20240530054005,6.34,75.57
20240530055005,8.48,78.39
20240530060005,10.63,81.2
20240530061005,12.79,84.01
20240530062005,14.96,86.83
20240530063005,17.14,89.64
20240530064005,19.34,92.46
20240530065005,21.54,95.27
20240530070005,23.74,98.09
20240530071005,25.96,100.9
20240530072005,28.18,103.72
20240530073005,30.41,106.53
20240530074005,32.65,109.35
20240530075005,34.89,112.16
20240530080005,37.14,114.98
20240530081005,39.39,117.79
20240530082005,41.65,120.61
20240530083005,43.91,123.42
20240530084005,46.18,126.24
20240530085005,48.44,129.05
20240530090005,50.72,131.87
20240530091005,52.99,134.68
20240530092005,55.27,137.5
20240530093005,57.55,140.31
20240530094005,59.83,143.13
20240530095005,62.11,145.94
20240530100005,64.4,148.76
20240530101005,66.68,151.57
20240530102005,68.97,154.39
20240530103005,71.26,157.2
20240530104005,73.54,160.01
20240530105005,75.82,162.83
20240530110005,78.09,165.64
20240530111005,80.35,168.46
20240530112005,82.59,171.27
20240530113005,84.77,174.09
20240530114005,86.77,176.9
20240530115005,87.99,179.72
20240530120005,87.12,182.53
20240530121005,85.19,185.35
20240530122005,83.03,188.16
20240530123005,80.8,190.98
20240530124005,78.54,193.79
20240530125005,76.27,196.61
20240530130005,73.99,199.42
20240530131005,71.71,202.24
20240530132005,69.43,205.05
20240530133005,67.14,207.87
20240530134005,64.86,210.68
20240530135005,62.57,213.5
20240530140005,60.29,216.31
20240530141005,58.01,219.13
20240530142005,55.72,221.94
20240530143005,53.45,224.76
20240530144005,51.17,227.57
20240530145005,48.9,230.39
20240530150005,46.63,233.2
20240530151005,44.36,236.01
20240530152005,42.1,238.83
20240530153005,39.84,241.64
20240530154005,37.59,244.46
20240530155005,35.34,247.27
20240530160005,33.1,250.09
20240530161005,30.86,252.9
20240530162005,28.63,255.72
20240530163005,26.4,258.53
20240530164005,24.19,261.35
20240530165005,21.98,264.16
20240530170005,19.77,266.98
20240530171005,17.58,269.79
20240530172005,15.4,272.61
20240530173005,13.22,275.42
20240530174005,11.06,278.24
20240530175005,8.91,281.05
20240530180005,6.77,283.87
20240530181005,4.64,286.68
20240530182005,2.52,289.5
20240530183005,0.43,292.31
20240531051005,0.01,66.13
20240531052005,2.1,68.97
20240531053005,4.21,71.81
20240531054005,6.34,74.64
20240531055005,8.48,77.48
20240531060005,10.63,80.31
20240531061005,12.79,83.15
20240531062005,14.96,85.99
20240531063005,17.14,88.82
20240531064005,19.34,91.66
20240531065005,21.54,94.49
20240531070005,23.74,97.33
20240531071005,25.96,100.17
20240531072005,28.18,103.0
20240531073005,30.41,105.84
20240531074005,32.65,108.67
20240531075005,34.89,111.51
20240531080005,37.14,114.35
20240531081005,39.39,117.18
20240531082005,41.65,120.02
20240531083005,43.91,122.85
20240531084005,46.18,125.69
20240531085005,48.44,128.53
20240531090005,50.72,131.36
20240531091005,52.99,134.2
20240531092005,55.27,137.03
20240531093005,57.55,139.87
20240531094005,59.83,142.71
20240531095005,62.11,145.54
20240531100005,64.4,148.38
20240531101005,66.68,151.21
20240531102005,68.97,154.05
20240531103005,71.26,156.89
20240531104005,73.54,159.72
20240531105005,75.82,162.56
20240531110005,78.09,165.39
20240531111005,80.35,168.23
20240531112005,82.59,171.07
20240531113005,84.77,173.9
20240531114005,86.77,176.74
20240531115005,87.99,179.57
20240531120005,87.12,182.41
20240531121005,85.19,185.25
20240531122005,83.03,188.08
20240531123005,80.8,190.92
20240531124005,78.54,193.75
20240531125005,76.27,196.59
20240531130005,73.99,199.43
20240531131005,71.71,202.26
20240531132005,69.43,205.1
20240531133005,67.14,207.93
20240531134005,64.86,210.77
20240531135005,62.57,213.61
20240531140005,60.29,216.44
20240531141005,58.01,219.28
20240531142005,55.72,222.11
20240531143005,53.45,224.95
20240531144005,51.17,227.79
20240531145005,48.9,230.62
20240531150005,46.63,233.46
20240531151005,44.36,236.29
20240531152005,42.1,239.13
20240531153005,39.84,241.97
20240531154005,37.59,244.8
20240531155005,35.34,247.64
20240531160005,33.1,250.47
20240531161005,30.86,253.31
20240531162005,28.63,256.15
20240531163005,26.4,258.98
20240531164005,24.19,261.82
20240531165005,21.98,264.65
20240531170005,19.77,267.49
20240531171005,17.58,270.33
20240531172005,15.4,273.16
20240531173005,13.22,276.0
20240531174005,11.06,278.83
20240531175005,8.91,281.67
20240531180005,6.77,284.51
20240531181005,4.64,287.34
20240531182005,2.52,290.18
20240531183005,0.43,293.01
20240601051005,0.01,66.13
20240601052005,2.1,68.97
20240601053005,4.21,71.81
20240601054005,6.34,74.64
20240601055005,8.48,77.48
20240601060005,10.63,80.31
20240601061005,12.79,83.15
20240601062005,14.96,85.99
20240601063005,17.14,88.82
20240601064005,19.34,91.66
20240601065005,21.54,94.49
20240601070005,23.74,97.33
20240601071005,25.96,100.17
20240601072005,28.18,103.0
20240601073005,30.41,105.84
20240601074005,32.65,108.67
20240601075005,34.89,111.51
20240601080005,37.14,114.35
20240601081005,39.39,117.18
20240601082005,41.65,120.02
20240601083005,43.91,122.85
20240601084005,46.18,125.69
20240601085005,48.44,128.53
20240601090005,50.72,131.36
20240601091005,52.99,134.2
20240601092005,55.27,137.03
20240601093005,57.55,139.87
20240601094005,59.83,142.71
20240601095005,62.11,145.54
20240601100005,64.4,148.38
20240601101005,66.68,151.21
20240601102005,68.97,154.05
20240601103005,71.26,156.89
20240601104005,73.54,159.72
20240601105005,75.82,162.56
20240601110005,78.09,165.39
20240601111005,80.35,168.23
20240601112005,82.59,171.07
20240601113005,84.77,173.9
20240601114005,86.77,176.74
20240601115005,87.99,179.57
20240601120005,87.12,182.41
20240601121005,85.19,185.25
20240601122005,83.03,188.08
20240601123005,80.8,190.92
20240601124005,78.54,193.75
20240601125005,76.27,196.59
20240601130005,73.99,199.43
20240601131005,71.71,202.26
20240601132005,69.43,205.1
20240601133005,67.14,207.93
20240601134005,64.86,210.77
20240601135005,62.57,213.61
20240601140005,60.29,216.44
20240601141005,58.01,219.28
20240601142005,55.72,222.11
20240601143005,53.45,224.95
20240601144005,51.17,227.79
20240601145005,48.9,230.62
20240601150005,46.63,233.46
20240601151005,44.36,236.29
20240601152005,42.1,239.13
20240601153005,39.84,241.97
20240601154005,37.59,244.8
20240601155005,35.34,247.64
20240601160005,33.1,250.47
20240601161005,30.86,253.31
20240601162005,28.63,256.15
20240601163005,26.4,258.98
20240601164005,24.19,261.82
20240601165005,21.98,264.65
20240601170005,19.77,267.49
20240601171005,17.58,270.33
20240601172005,15.4,273.16
20240601173005,13.22,276.0
20240601174005,11.06,278.83
20240601175005,8.91,281.67
20240601180005,6.77,284.51
20240601181005,4.64,287.34
20240601182005,2.52,290.18
20240601183005,0.43,293.01
20240602051005,-0.2,66.13
20240602052005,1.89,68.97
20240602053005,4.0,71.8
20240602054005,6.13,74.63
20240602055005,8.26,77.46
20240602060005,10.41,80.3
20240602061005,12.57,83.13
20240602062005,14.74,85.96
20240602063005,16.92,88.79
20240602064005,19.12,91.63
20240602065005,21.32,94.46
20240602070005,23.52,97.29
20240602071005,25.74,100.12
20240602072005,27.96,102.96
20240602073005,30.19,105.79
20240602074005,32.43,108.62
20240602075005,34.67,111.45
20240602080005,36.91,114.29
20240602081005,39.17,117.12
20240602082005,41.42,119.95
20240602083005,43.68,122.78
20240602084005,45.95,125.62
20240602085005,48.22,128.45
20240602090005,50.49,131.28
20240602091005,52.76,134.11
20240602092005,55.04,136.95
20240602093005,57.32,139.78
20240602094005,59.6,142.61
20240602095005,61.89,145.44
20240602100005,64.17,148.28
20240602101005,66.46,151.11
20240602102005,68.74,153.94
20240602103005,71.03,156.77
20240602104005,73.31,159.61
20240602105005,75.59,162.44
20240602110005,77.86,165.27
20240602111005,80.13,168.1
20240602112005,82.37,170.94
20240602113005,84.55,173.77
20240602114005,86.59,176.6
20240602115005,87.95,179.43
20240602120005,87.28,182.27
20240602121005,85.4,185.1
20240602122005,83.25,187.93
20240602123005,81.03,190.76
20240602124005,78.77,193.6
20240602125005,76.5,196.43
20240602130005,74.22,199.26
20240602131005,71.94,202.09
20240602132005,69.66,204.93
20240602133005,67.37,207.76
20240602134005,65.08,210.59
20240602135005,62.8,213.42
20240602140005,60.52,216.26
20240602141005,58.23,219.09
20240602142005,55.95,221.92
20240602143005,53.67,224.75
20240602144005,51.4,227.59
20240602145005,49.13,230.42
20240602150005,46.86,233.25
20240602151005,44.59,236.08
20240602152005,42.33,238.92
20240602153005,40.07,241.75
20240602154005,37.82,244.58
20240602155005,35.57,247.41
20240602160005,33.32,250.25
20240602161005,31.08,253.08
20240602162005,28.85,255.91
20240602163005,26.63,258.74
20240602164005,24.41,261.58
20240602165005,22.2,264.41
20240602170005,19.99,267.24
20240602171005,17.8,270.07
20240602172005,15.61,272.91
20240602173005,13.44,275.74
20240602174005,11.27,278.57
20240602175005,9.12,281.4
20240602180005,6.98,284.24
20240602181005,4.85,287.07
20240602182005,2.74,289.9
20240602183005,0.64,292.73
20240603051005,-0.2,66.13
20240603052005,1.89,68.97
20240603053005,4.0,71.8
20240603054005,6.13,74.63
20240603055005,8.26,77.46
20240603060005,10.41,80.3
20240603061005,12.57,83.13
20240603062005,14.74,85.96
20240603063005,16.92,88.79
20240603064005,19.12,91.63
